RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Housing Type,Date,ZHVI
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2008-12-31 00:00:00,1478205.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-01-31 00:00:00,1458474.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-02-28 00:00:00,1433304.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-03-31 00:00:00,1425388.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-04-30 00:00:00,1404163.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-05-31 00:00:00,1377430.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-06-30 00:00:00,1327160.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-07-31 00:00:00,1289351.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-08-31 00:00:00,1253116.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-09-30 00:00:00,1216368.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-10-31 00:00:00,1186898.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-11-30 00:00:00,1178356.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2009-12-31 00:00:00,1188242.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-01-31 00:00:00,1203138.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-02-28 00:00:00,1219789.0
